,teamname1,teamname2,kill1,kill2,baronkill1,baronkill2,death1,death2,dragonkills1,dragonkills2,golds1,golds2,assists1,assists2,towerkills1,towerkills2,team_1_win,team_2_win,name_1_country,name_2_country,scheduleid,game_date,winner,team_1_mark,team_2_mark
147,T8,DIG,19,5.0,1.0,0.0,5,19.0,2.0,2.0,69983,51583.0,37,9.0,10.0,3.0,1,0,US,US,416,2015-03-02,T8,1.0,0.0
148,P1,CLG,14,29.0,0.0,1.0,29,14.0,3.0,1.0,63668,72316.0,26,78.0,6.0,10.0,0,1,US,US,1967,2015-06-01,CLG,0.0,1.0
149,H2K,S04,16,5.0,1.0,0.0,5,16.0,2.0,0.0,51230,39835.0,37,12.0,10.0,2.0,1,0,EU,EU,2208,2015-06-06,H2K,1.0,0.0
150,T8,CST,16,14.0,1.0,1.0,14,16.0,1.0,4.0,72335,70534.0,33,37.0,8.0,6.0,1,0,US,US,368,2015-02-01,T8,1.0,0.0
151,WFX,TSM,20,20.0,2.0,0.0,20,20.0,2.0,3.0,75052,79909.0,56,41.0,7.0,9.0,0,1,US,US,419,2015-03-08,TSM,0.0,1.0
152,ROC,ALL,11,7.0,2.0,0.0,7,11.0,3.0,3.0,80925,73658.0,19,19.0,7.0,7.0,0,1,EU,EU,674,2014-07-30,ALL,0.0,1.0
153,FNC,GMB,23,13.0,0.0,0.0,13,23.0,0.0,0.0,76500,62800.0,46,25.0,0.0,0.0,1,0,EU,RU,2129,2013-07-21,FNC,1.0,0.0
154,OG,CW,16,3.0,1.0,0.0,3,16.0,3.0,0.0,50452,38383.0,27,5.0,11.0,3.0,1,0,EU,DK,2209,2015-06-06,OG,1.0,0.0
155,C9,TL,15,3.0,2.0,0.0,3,15.0,4.0,0.0,67974,52090.0,37,8.0,11.0,4.0,1,0,US,US,369,2015-02-01,C9,1.0,0.0
156,DIG,XDG,7,14.0,0.0,0.0,14,7.0,0.0,0.0,38254,57508.0,13,25.0,0.0,0.0,0,1,US,US,1928,2013-08-15,XDG,0.0,1.0
157,MS,CWA,13,21.0,0.0,2.0,22,13.0,0.0,5.0,53174,68133.0,24,38.0,3.0,9.0,0,1,EU,DK,848,2015-03-05,CWA,0.0,1.0
158,ALL,SK,17,14.0,1.0,0.0,14,17.0,3.0,2.0,71282,64470.0,37,29.0,9.0,5.0,1,0,EU,EU,594,2014-05-31,ALL,1.0,0.0
159,CLG,C9,7,17.0,0.0,0.0,17,7.0,0.0,0.0,51711,65189.0,13,40.0,0.0,0.0,0,1,US,US,1929,2013-08-16,C9,0.0,1.0
160,SK,NIP,8,0.0,0.0,0.0,0,8.0,0.0,0.0,47500,47200.0,12,4.0,0.0,0.0,1,0,EU,EU,2130,2013-07-21,SK,1.0,0.0
161,ROC,FNC,11,15.0,1.0,2.0,15,11.0,3.0,4.0,79905,88027.0,25,34.0,8.0,9.0,0,1,EU,EU,480,2014-01-31,FNC,0.0,1.0
162,MIL,ROC,3,11.0,0.0,1.0,11,3.0,1.0,2.0,39356,54807.0,7,22.0,1.0,9.0,0,1,EU,EU,559,2014-04-03,ROC,0.0,1.0
163,TSM,TL,13,1.0,1.0,0.0,1,13.0,4.0,1.0,65841,50549.0,42,3.0,10.0,3.0,1,0,US,US,374,2015-02-02,TSM,1.0,0.0
164,TSM,XDG,7,1.0,1.0,1.0,1,7.0,4.0,0.0,58904,41405.0,14,1.0,10.0,2.0,1,0,US,US,143,2014-02-02,TSM,1.0,0.0
165,MS,OG,10,13.0,0.0,1.0,13,11.0,0.0,5.0,53357,67241.0,18,32.0,3.0,11.0,0,1,EU,EU,849,2015-03-18,OG,0.0,1.0
166,CW,FNC,15,26.0,1.0,1.0,26,15.0,4.0,2.0,79741,86082.0,33,54.0,6.0,11.0,0,1,DK,EU,482,2014-01-31,FNC,0.0,1.0
167,DIG,C9,16,4.0,2.0,0.0,4,16.0,4.0,0.0,62509,46437.0,33,10.0,11.0,0.0,1,0,US,US,1966,2015-06-01,DIG,1.0,0.0
168,CRS,XDG,19,11.0,3.0,0.0,11,19.0,2.0,5.0,103807,91955.0,58,31.0,11.0,5.0,1,0,US,US,186,2014-03-08,CRS,1.0,0.0
169,ALL,SK,5,16.0,0.0,1.0,16,5.0,0.0,4.0,49643,68708.0,7,35.0,1.0,9.0,0,1,EU,EU,483,2014-02-01,SK,0.0,1.0
170,Velocity Esports,CRS,2,20.0,0.0,0.0,20,2.0,0.0,0.0,46920,70475.0,2,45.0,0.0,0.0,0,1,US,US,1930,2013-08-16,CRS,0.0,1.0
171,MYM,CW,18,10.0,1.0,1.0,10,18.0,4.0,0.0,64883,52746.0,47,26.0,11.0,2.0,1,0,PL,DK,484,2014-02-01,MYM,1.0,0.0
172,P1,CLG,4,12.0,0.0,1.0,12,4.0,1.0,3.0,41221,55357.0,8,31.0,2.0,11.0,0,1,US,US,370,2015-02-01,CLG,0.0,1.0
173,DIG,TSM,17,7.0,0.0,0.0,7,17.0,0.0,0.0,45276,32436.0,29,13.0,0.0,0.0,1,0,US,US,12,2013-02-15,DIG,1.0,0.0
174,EG,XDG,19,8.0,1.0,0.0,8,19.0,1.0,2.0,56352,44218.0,43,14.0,8.0,2.0,1,0,US,US,189,2014-03-09,EG,1.0,0.0
175,CLG,C9,15,7.0,0.0,0.0,7,15.0,5.0,0.0,63099,53281.0,35,20.0,10.0,3.0,1,0,US,US,372,2015-02-02,CLG,1.0,0.0
176,SK,S04,11,2.0,1.0,0.0,2,11.0,3.0,0.0,57896,42687.0,29,6.0,8.0,1.0,1,0,EU,EU,756,2015-02-28,SK,1.0,0.0
177,MIL,FNC,11,20.0,0.0,2.0,20,11.0,0.0,4.0,51767,70560.0,25,52.0,3.0,10.0,0,1,EU,EU,595,2014-05-31,FNC,0.0,1.0
178,LMQ,DIG,3,17.0,0.0,1.0,17,3.0,0.0,4.0,38175,59375.0,4,42.0,1.0,11.0,0,1,US,US,256,2014-06-01,DIG,0.0,1.0
179,OG,UOL,22,4.0,1.0,0.0,4,22.0,2.0,1.0,53191,38148.0,62,8.0,10.0,2.0,1,0,EU,EU,2210,2015-06-12,OG,1.0,0.0
180,SK,ALL,14,10.0,1.0,2.0,10,14.0,5.0,1.0,79820,69969.0,36,23.0,10.0,5.0,1,0,EU,EU,675,2014-07-31,SK,1.0,0.0
181,SK,ROC,14,6.0,0.0,1.0,6,14.0,4.0,0.0,65652,50307.0,28,14.0,9.0,1.0,1,0,EU,EU,485,2014-02-01,SK,1.0,0.0
182,SK,MIL,23,12.0,1.0,0.0,12,24.0,4.0,3.0,89416,76099.0,58,22.0,10.0,3.0,1,0,EU,EU,521,2014-03-05,SK,1.0,0.0
183,ROC,MYM,8,1.0,1.0,0.0,1,8.0,3.0,0.0,55958,39737.0,18,1.0,10.0,1.0,1,0,EU,PL,676,2014-07-30,ROC,1.0,0.0
184,TSM,T8,17,7.0,1.0,0.0,7,17.0,4.0,1.0,68230,51709.0,42,16.0,9.0,2.0,1,0,US,US,423,2015-03-09,TSM,1.0,0.0
185,GMB,ROC,15,10.0,2.0,0.0,10,15.0,3.0,4.0,89913,77779.0,34,24.0,10.0,6.0,1,0,RU,EU,757,2015-02-28,GMB,1.0,0.0
186,DIG,WFX,2,21.0,0.0,2.0,21,2.0,0.0,5.0,50986,73722.0,8,44.0,4.0,12.0,0,1,US,US,373,2015-02-02,WFX,0.0,1.0
187,MYM,ALL,6,19.0,0.0,2.0,19,6.0,3.0,2.0,63133,78944.0,15,51.0,5.0,10.0,0,1,PL,EU,522,2014-03-05,ALL,0.0,1.0
188,GMB,FNC,23,18.0,2.0,0.0,18,23.0,6.0,0.0,95303,72257.0,36,38.0,11.0,3.0,1,0,RU,EU,486,2014-02-01,GMB,1.0,0.0
189,TSM,CRS,20,8.0,0.0,0.0,8,20.0,0.0,0.0,56679,41546.0,53,18.0,0.0,0.0,1,0,US,US,81,2013-04-06,TSM,1.0,0.0
190,XDG,CST,15,15.0,0.0,0.0,15,15.0,0.0,0.0,72449,59343.0,21,27.0,0.0,0.0,1,0,US,US,1931,2013-08-16,XDG,1.0,0.0
191,SK,CW,18,4.0,1.0,0.0,4,18.0,2.0,1.0,54649,42386.0,35,3.0,9.0,4.0,1,0,EU,DK,560,2014-04-03,SK,1.0,0.0
192,CLG,TSM,11,3.0,0.0,0.0,3,11.0,2.0,1.0,49605,39039.0,31,3.0,9.0,3.0,1,0,US,US,254,2014-06-01,CLG,1.0,0.0
193,ALL,GMB,13,11.0,1.0,0.0,11,13.0,4.0,0.0,72632,51916.0,30,31.0,10.0,0.0,1,0,EU,RU,677,2014-07-31,ALL,1.0,0.0
194,FNC,ALL,8,17.0,0.0,2.0,17,8.0,1.0,4.0,59583,76872.0,23,38.0,1.0,11.0,0,1,EU,EU,487,2014-02-07,ALL,0.0,1.0
195,P1,T8,20,14.0,0.0,1.0,14,20.0,2.0,2.0,67376,62519.0,54,42.0,8.0,8.0,1,0,US,US,375,2015-02-02,P1,1.0,0.0
196,CRS,TSM,6,17.0,0.0,0.0,17,6.0,0.0,0.0,27737,43091.0,19,54.0,0.0,0.0,0,1,US,US,92,2013-04-13,TSM,0.0,1.0
197,CLB,EG,3,19.0,0.0,2.0,19,3.0,1.0,3.0,45490,67818.0,5,50.0,3.0,9.0,0,1,US,US,255,2014-06-01,EG,0.0,1.0
198,SK,FNC,11,5.0,1.0,0.0,5,11.0,3.0,1.0,72100,60952.0,34,8.0,10.0,5.0,1,0,EU,EU,678,2014-07-31,SK,1.0,0.0
199,MIL,ROC,8,17.0,0.0,3.0,17,8.0,2.0,3.0,68359,88117.0,13,44.0,4.0,11.0,0,1,EU,EU,488,2014-02-07,ROC,0.0,1.0
200,Team MRN,TSM,22,25.0,0.0,0.0,25,22.0,0.0,0.0,63282,72508.0,52,68.0,0.0,0.0,0,1,US,US,94,2013-04-18,TSM,0.0,1.0
201,DIG,CST,10,5.0,0.0,0.0,5,10.0,0.0,0.0,62749,41878.0,17,9.0,0.0,0.0,1,0,US,US,14,2013-02-16,DIG,1.0,0.0
202,C9,CRS,9,3.0,1.0,0.0,3,9.0,3.0,0.0,55321,38524.0,19,4.0,11.0,2.0,1,0,US,US,257,2014-06-01,C9,1.0,0.0
203,C9,CLB,17,6.0,1.0,0.0,6,17.0,5.0,0.0,74632,56779.0,24,9.0,11.0,4.0,1,0,US,US,319,2014-07-20,C9,1.0,0.0
204,ROC,CW,2,13.0,0.0,2.0,13,2.0,1.0,3.0,45281,59875.0,5,28.0,3.0,9.0,0,1,EU,DK,679,2014-07-31,CW,0.0,1.0
205,EG,DIG,3,8.0,0.0,1.0,8,3.0,0.0,4.0,36325,51896.0,3,18.0,2.0,9.0,0,1,US,US,268,2014-06-09,DIG,0.0,1.0
206,GMB,FNC,9,14.0,1.0,1.0,14,9.0,0.0,6.0,60268,77699.0,25,39.0,2.0,10.0,0,1,RU,EU,561,2014-04-03,FNC,0.0,1.0
207,CW,GMB,8,19.0,0.0,2.0,19,8.0,2.0,4.0,65233,84529.0,19,48.0,2.0,8.0,0,1,DK,RU,489,2014-02-07,GMB,0.0,1.0
208,LT,TG,11,16.0,0.0,3.0,16,11.0,1.0,3.0,61804,76891.0,32,37.0,3.0,11.0,0,2,EU,,2356,2015-06-04,TG,0.0,1.0
209,XDG,TSM,4,18.0,0.0,1.0,18,4.0,0.0,3.0,36504,53360.0,7,27.0,0.0,7.0,0,1,US,US,194,2014-03-10,TSM,0.0,1.0
210,TSM,CLG,5,17.0,0.0,0.0,18,5.0,0.0,0.0,47800,57615.0,17,55.0,0.0,0.0,0,1,US,US,1,2013-02-08,CLG,0.0,1.0
211,MIL,SK,11,24.0,0.0,1.0,24,11.0,1.0,1.0,39981,56929.0,20,45.0,1.0,10.0,0,1,EU,EU,562,2014-04-03,SK,0.0,1.0
212,CRS,DIG,17,14.0,0.0,0.0,14,18.0,0.0,0.0,66754,62494.0,40,34.0,0.0,0.0,1,0,US,US,2,2013-02-08,CRS,1.0,0.0
213,EG,CLG,8,5.0,0.0,0.0,5,8.0,3.0,0.0,46891,39160.0,19,9.0,8.0,4.0,1,0,US,US,320,2014-07-20,EG,1.0,0.0
214,CRS,TSM,7,12.0,0.0,2.0,12,7.0,2.0,3.0,54895,72012.0,16,35.0,3.0,11.0,0,1,US,US,269,2014-06-09,TSM,0.0,1.0
215,CLG,CST,19,19.0,0.0,0.0,19,19.0,0.0,0.0,67782,63343.0,59,50.0,0.0,0.0,1,0,US,US,3,2013-02-08,CLG,1.0,0.0
216,C9,TSM,5,16.0,0.0,2.0,16,5.0,4.0,1.0,62625,70832.0,9,36.0,6.0,10.0,0,1,US,US,317,2014-07-14,TSM,0.0,1.0
217,MYM,MIL,6,28.0,0.0,1.0,28,6.0,0.0,3.0,44440,66465.0,14,59.0,3.0,10.0,0,1,PL,EU,490,2014-02-07,MIL,0.0,1.0
218,CRS,CLG,19,3.0,0.0,0.0,3,19.0,0.0,0.0,69637,52264.0,50,5.0,0.0,0.0,1,0,US,US,5,2013-02-09,CRS,1.0,0.0
219,TSM,XDG,18,7.0,1.0,0.0,7,18.0,3.0,1.0,64861,45799.0,24,10.0,10.0,2.0,1,0,US,US,199,2014-03-23,TSM,1.0,0.0
220,XDG,DIG,4,17.0,0.0,1.0,17,4.0,2.0,2.0,46806,62399.0,9,41.0,5.0,11.0,0,1,US,US,220,2014-04-06,DIG,0.0,1.0
221,SK,CW,7,11.0,0.0,2.0,11,7.0,3.0,3.0,69980,82253.0,14,30.0,4.0,11.0,0,1,EU,DK,491,2014-02-08,CW,0.0,1.0
222,DIG,CLG,23,16.0,0.0,0.0,16,23.0,0.0,0.0,60642,50281.0,71,48.0,0.0,0.0,1,0,US,US,19,2013-02-22,DIG,1.0,0.0
223,MYM,GMB,13,1.0,1.0,0.0,1,13.0,2.0,1.0,47128,32982.0,27,0.0,8.0,1.0,1,0,PL,RU,492,2014-02-08,MYM,1.0,0.0
224,C9,DIG,18,6.0,0.0,0.0,6,18.0,0.0,0.0,55889,41524.0,34,12.0,0.0,0.0,1,0,US,US,1932,2013-08-16,C9,1.0,0.0
225,GV,P1,12,27.0,0.0,2.0,27,12.0,2.0,3.0,71877,91837.0,16,62.0,5.0,11.0,0,1,US,US,377,2015-02-08,P1,0.0,1.0
226,TSD,CLB,7,16.0,0.0,1.0,16,7.0,0.0,4.0,51350,61039.0,21,42.0,3.0,8.0,0,1,US,US,801,2015-02-19,CLB,0.0,1.0
227,SK,H2K,16,26.0,1.0,0.0,26,17.0,4.0,0.0,64995,72497.0,29,72.0,4.0,9.0,0,1,EU,EU,2212,2015-06-12,H2K,0.0,1.0
228,FNC,ROC,6,13.0,0.0,2.0,13,6.0,0.0,4.0,43281,61156.0,13,19.0,1.0,8.0,0,1,EU,EU,493,2014-02-08,ROC,0.0,1.0
229,CST,CRS,16,18.0,0.0,0.0,18,16.0,0.0,0.0,69324,82715.0,46,46.0,0.0,0.0,0,1,US,US,7,2013-02-09,CRS,0.0,1.0
230,GMB,SK,21,10.0,1.0,0.0,10,21.0,3.0,1.0,65900,51909.0,44,11.0,8.0,3.0,1,0,RU,EU,524,2014-03-06,GMB,1.0,0.0
231,TSM,XDG,22,24.0,0.0,0.0,24,22.0,0.0,0.0,88466,81483.0,72,57.0,0.0,0.0,1,0,US,US,37,2013-03-01,TSM,1.0,0.0
232,CW,MYM,26,15.0,2.0,0.0,15,26.0,4.0,0.0,71841,52720.0,61,24.0,11.0,4.0,1,0,DK,PL,563,2014-04-04,CW,1.0,0.0
233,FNC,SK,10,11.0,0.0,1.0,11,10.0,2.0,2.0,49680,55081.0,20,34.0,3.0,8.0,0,1,EU,EU,574,2014-05-20,SK,0.0,1.0
234,TSM,DIG,22,1.0,1.0,0.0,1,22.0,2.0,1.0,50873,29778.0,56,4.0,9.0,2.0,1,0,US,US,203,2014-03-24,TSM,1.0,0.0
235,MYM,GIA,26,16.0,2.0,0.0,16,26.0,4.0,2.0,82635,67305.0,65,37.0,10.0,3.0,1,0,PL,EU,759,2015-03-06,MYM,1.0,0.0
236,CW,ROC,28,14.0,2.0,0.0,14,28.0,2.0,3.0,80882,63755.0,81,32.0,11.0,3.0,1,0,DK,EU,596,2014-05-31,CW,1.0,0.0
237,CLB,TSM,3,9.0,0.0,2.0,9,3.0,2.0,4.0,70425,82183.0,6,28.0,6.0,10.0,0,1,US,US,323,2014-07-21,TSM,0.0,1.0
238,XDG,CST,21,12.0,1.0,1.0,12,21.0,4.0,2.0,89943,78362.0,47,33.0,9.0,4.0,1,0,US,US,192,2014-03-09,XDG,1.0,0.0
239,ALL,MIL,19,11.0,1.0,0.0,11,19.0,3.0,0.0,60582,44408.0,44,19.0,11.0,3.0,1,0,EU,EU,494,2014-02-08,ALL,1.0,0.0
240,TSM,NME,18,10.0,1.0,0.0,10,18.0,4.0,0.0,61237,49415.0,39,8.0,8.0,2.0,1,0,US,US,1968,2015-06-01,TSM,1.0,0.0
241,TSD,TDK,8,18.0,0.0,0.0,18,8.0,0.0,5.0,53374,71754.0,24,56.0,2.0,11.0,0,1,US,US,802,2015-02-25,TDK,0.0,1.0
242,COW,TSM,7,17.0,0.0,0.0,17,7.0,0.0,0.0,34264,47799.0,15,38.0,0.0,0.0,0,1,US,US,100,2013-04-19,TSM,0.0,1.0
243,CW,ALL,2,11.0,0.0,2.0,11,2.0,1.0,4.0,53188,73808.0,5,29.0,3.0,11.0,0,1,DK,EU,525,2014-03-06,ALL,0.0,1.0
244,Velocity Esports,CLG,21,21.0,0.0,0.0,21,21.0,0.0,0.0,67428,66767.0,53,49.0,0.0,0.0,0,1,US,US,1933,2013-08-16,CLG,0.0,1.0
245,H2K,GMB,14,10.0,2.0,0.0,10,14.0,5.0,0.0,67444,54891.0,44,25.0,11.0,3.0,1,0,EU,RU,760,2015-03-06,H2K,1.0,0.0
246,TSM,CLG,14,5.0,2.0,0.0,5,14.0,4.0,2.0,71578,60198.0,31,11.0,10.0,5.0,1,0,US,US,434,2015-03-23,TSM,1.0,0.0
247,CW,S04,20,14.0,1.0,2.0,14,20.0,5.0,5.0,111621,104865.0,49,24.0,9.0,11.0,1,0,DK,EU,761,2015-03-06,CW,1.0,0.0
248,COW,CRS,12,19.0,0.0,0.0,19,12.0,0.0,0.0,57236,68749.0,27,49.0,0.0,0.0,0,1,US,US,11,2013-02-15,CRS,0.0,1.0
249,FNC,MYM,24,6.0,1.0,0.0,6,24.0,3.0,2.0,82242,59410.0,62,14.0,11.0,2.0,1,0,EU,PL,526,2014-03-06,FNC,1.0,0.0
250,DIG,CRS,30,13.0,0.0,0.0,13,30.0,0.0,0.0,73636,62979.0,91,41.0,0.0,0.0,1,0,US,US,103,2013-04-19,DIG,1.0,0.0
251,DEU,G2,19,33.0,0.0,2.0,33,19.0,3.0,3.0,63330,80457.0,47,98.0,3.0,11.0,0,1,,EU,851,2015-03-18,G2,0.0,1.0
252,TSM,C9,16,7.0,2.0,0.0,7,16.0,1.0,4.0,65872,52146.0,48,13.0,10.0,4.0,1,0,US,US,150,2014-02-03,TSM,1.0,0.0
253,C9,T8,17,4.0,1.0,0.0,4,17.0,2.0,2.0,61006,47285.0,43,11.0,9.0,3.0,1,0,US,US,378,2015-02-08,C9,1.0,0.0
254,ROC,MIL,3,13.0,0.0,1.0,13,3.0,0.0,4.0,42196,60927.0,5,14.0,2.0,11.0,0,1,EU,EU,575,2014-05-21,MIL,0.0,1.0
255,DIG,CRS,10,5.0,1.0,0.0,5,10.0,2.0,1.0,58171,48845.0,23,8.0,11.0,3.0,1,0,US,US,272,2014-06-15,DIG,1.0,0.0
256,GMB,CW,23,13.0,2.0,0.0,13,23.0,3.0,2.0,87049,68641.0,61,33.0,10.0,4.0,1,0,RU,DK,527,2014-03-06,GMB,1.0,0.0
257,SK,FNC,13,7.0,2.0,0.0,7,13.0,5.0,0.0,68342,53667.0,30,14.0,10.0,2.0,1,0,EU,EU,762,2015-03-06,SK,1.0,0.0
258,ROC,GIA,21,5.0,1.0,0.0,5,21.0,4.0,0.0,71584,56226.0,62,9.0,8.0,4.0,1,0,EU,EU,722,2015-02-06,ROC,1.0,0.0
259,CRS,XDG,7,4.0,0.0,0.0,4,7.0,0.0,0.0,47507,38324.0,19,6.0,0.0,0.0,1,0,US,US,13,2013-02-16,CRS,1.0,0.0
260,SK,FNC,13,13.0,2.0,0.0,13,13.0,4.0,1.0,78045,64455.0,29,25.0,11.0,3.0,1,0,EU,EU,495,2014-02-14,SK,1.0,0.0
261,CRS,TSM,8,17.0,0.0,0.0,17,8.0,0.0,0.0,43319,54067.0,21,30.0,0.0,0.0,0,1,US,US,1934,2013-08-16,TSM,0.0,1.0
262,TL,CST,10,4.0,2.0,0.0,4,11.0,3.0,3.0,74137,56446.0,21,8.0,11.0,2.0,1,0,US,US,380,2015-02-08,TL,1.0,0.0
263,TSM,CST,15,4.0,0.0,0.0,4,15.0,0.0,0.0,64600,47563.0,31,8.0,0.0,0.0,1,0,US,US,107,2013-04-20,TSM,1.0,0.0
264,CST,XDG,15,8.0,0.0,0.0,8,15.0,0.0,0.0,57063,52777.0,41,19.0,0.0,0.0,1,0,US,US,16,2013-02-16,CST,1.0,0.0
265,ALL,ROC,17,7.0,1.0,0.0,7,17.0,0.0,4.0,67512,56272.0,52,10.0,11.0,3.0,1,0,EU,EU,528,2014-03-06,ALL,1.0,0.0
266,GMB,MYM,7,13.0,0.0,1.0,13,7.0,2.0,3.0,59403,70734.0,17,35.0,4.0,10.0,0,1,RU,PL,597,2014-05-31,MYM,0.0,1.0
267,CW,GMB,27,20.0,1.0,2.0,20,27.0,4.0,4.0,94999,93413.0,68,42.0,9.0,9.0,1,0,DK,RU,723,2015-02-06,CW,1.0,0.0
268,CRS,EG,15,5.0,1.0,0.0,5,15.0,2.0,0.0,54475,37869.0,45,15.0,9.0,0.0,1,0,US,US,259,2014-06-02,CRS,1.0,0.0
269,TSM,CST,21,9.0,1.0,0.0,9,21.0,4.0,1.0,72184,56767.0,44,14.0,10.0,5.0,1,0,US,US,221,2014-04-06,TSM,1.0,0.0
270,CLG,CST,20,4.0,1.0,0.0,4,20.0,3.0,0.0,57298,40217.0,44,10.0,10.0,2.0,1,0,US,US,195,2014-03-10,CLG,1.0,0.0
271,DIG,COW,14,0.0,0.0,0.0,0,14.0,0.0,0.0,37915,20236.0,29,0.0,0.0,0.0,1,0,US,US,38,2013-03-01,DIG,1.0,0.0
272,DIG,CST,21,9.0,1.0,0.0,9,21.0,3.0,2.0,76800,58138.0,58,18.0,10.0,4.0,1,0,US,US,152,2014-02-09,DIG,1.0,0.0
273,OG,MS,19,4.0,1.0,0.0,4,19.0,1.0,1.0,55385,36762.0,58,10.0,10.0,1.0,1,0,EU,EU,852,2015-03-19,OG,1.0,0.0
274,XDG,CLG,12,5.0,0.0,0.0,5,12.0,0.0,0.0,60261,48131.0,22,11.0,0.0,0.0,1,0,US,US,17,2013-02-22,XDG,1.0,0.0
275,MIL,FNC,11,15.0,0.0,1.0,15,11.0,0.0,4.0,43717,57243.0,16,32.0,2.0,9.0,0,1,EU,EU,529,2014-03-06,FNC,0.0,1.0
276,ROC,UOL,17,4.0,0.0,0.0,4,17.0,2.0,1.0,56990,41259.0,47,12.0,9.0,1.0,1,0,EU,EU,763,2015-03-06,ROC,1.0,0.0
277,DIG,CRS,3,16.0,0.0,2.0,16,3.0,0.0,4.0,44119,62419.0,5,40.0,3.0,11.0,0,1,US,US,196,2014-03-10,CRS,0.0,1.0
278,P1,C9,19,3.0,1.0,1.0,3,19.0,2.0,3.0,73017,62463.0,42,6.0,8.0,7.0,1,0,US,US,420,2015-03-08,P1,1.0,0.0
279,CRS,CST,15,3.0,0.0,0.0,3,15.0,0.0,0.0,58118,40252.0,42,7.0,0.0,0.0,1,0,US,US,18,2013-02-22,CRS,1.0,0.0
280,ALL,GMB,14,3.0,0.0,0.0,3,15.0,1.0,3.0,62374,50640.0,33,6.0,10.0,4.0,1,0,EU,RU,564,2014-04-04,ALL,1.0,0.0
281,CLB,CLG,6,10.0,0.0,1.0,10,7.0,3.0,0.0,45217,51036.0,12,18.0,4.0,8.0,0,1,US,US,260,2014-06-02,CLG,0.0,1.0
282,WFX,CLG,10,21.0,0.0,2.0,21,10.0,1.0,2.0,44388,62312.0,30,46.0,2.0,9.0,0,1,US,US,381,2015-02-08,CLG,0.0,1.0
283,FNC,GIA,25,9.0,2.0,0.0,9,25.0,3.0,1.0,67317,47810.0,67,19.0,9.0,1.0,1,0,EU,EU,724,2015-02-07,FNC,1.0,0.0
284,FSN,NME,9,24.0,0.0,1.0,24,9.0,1.0,2.0,53191,71536.0,16,35.0,4.0,11.0,0,1,US,US,803,2015-02-25,NME,0.0,1.0
285,CW,MYM,10,14.0,0.0,1.0,14,10.0,3.0,1.0,58585,62363.0,19,26.0,4.0,8.0,0,1,DK,PL,496,2014-02-14,MYM,0.0,1.0
286,NIP,ALL,12,12.0,0.0,0.0,12,12.0,0.0,0.0,78500,78800.0,35,36.0,0.0,0.0,1,0,EU,EU,2133,2013-07-28,NIP,1.0,0.0
287,TSM,LMQ,6,16.0,0.0,1.0,16,6.0,1.0,5.0,61053,78745.0,14,46.0,2.0,9.0,0,1,US,US,262,2014-06-08,LMQ,0.0,1.0
288,ROX,SKT,8,14.0,3.0,0.0,14,8.0,2.0,4.0,74516,76759.0,19,42.0,5.0,7.0,0,2,KR,KR,919,2015-04-11,SKT,0.0,1.0
289,COW,XDG,0,14.0,0.0,0.0,14,0.0,0.0,0.0,34960,56263.0,0,30.0,0.0,0.0,0,1,US,US,20,2013-02-22,XDG,0.0,1.0
290,TL,DIG,8,18.0,0.0,2.0,18,8.0,2.0,3.0,58845,70637.0,18,53.0,5.0,9.0,0,1,US,US,384,2015-02-09,DIG,0.0,1.0
291,C9,CLG,25,12.0,1.0,0.0,12,25.0,4.0,0.0,57084,43207.0,39,23.0,9.0,4.0,1,0,US,US,197,2014-03-10,C9,1.0,0.0
292,TDK,GV,11,16.0,0.0,1.0,16,11.0,3.0,2.0,62872,71072.0,23,40.0,4.0,10.0,0,1,US,US,1969,2015-06-01,GV,0.0,1.0
293,GMB,FNC,8,29.0,0.0,0.0,29,8.0,0.0,0.0,40500,58000.0,19,57.0,0.0,0.0,0,1,RU,EU,2134,2013-07-28,FNC,0.0,1.0
294,ROC,ALL,11,7.0,1.0,0.0,7,11.0,1.0,4.0,69254,64829.0,33,12.0,8.0,6.0,1,0,EU,EU,497,2014-02-14,ROC,1.0,0.0
295,CST,C9,8,16.0,0.0,0.0,16,8.0,0.0,0.0,45738,58168.0,15,42.0,0.0,0.0,0,1,US,US,1935,2013-08-17,C9,0.0,1.0
296,MS,Team ALTERNATE,8,26.0,0.0,0.0,26,8.0,0.0,0.0,40400,56500.0,14,45.0,0.0,0.0,0,1,EU,PL,2135,2013-07-28,Team ALTERNATE,0.0,1.0
297,CRS,EG,28,13.0,2.0,0.0,13,28.0,3.0,1.0,74528,54687.0,67,26.0,10.0,4.0,1,0,US,US,198,2014-03-10,CRS,1.0,0.0
298,GMB,MIL,8,10.0,2.0,0.0,10,8.0,5.0,0.0,80973,59634.0,11,16.0,10.0,2.0,1,0,RU,EU,498,2014-02-14,GMB,1.0,0.0
299,EG,TSM,17,31.0,0.0,1.0,31,17.0,3.0,1.0,53788,68478.0,33,75.0,2.0,7.0,0,1,US,US,153,2014-02-09,TSM,0.0,1.0
300,Team MRN,CST,11,0.0,0.0,0.0,0,11.0,0.0,0.0,60023,39817.0,27,0.0,0.0,0.0,1,0,US,US,21,2013-02-23,Team MRN,1.0,0.0
301,ALL,MYM,7,22.0,0.0,1.0,22,7.0,0.0,5.0,53569,70366.0,5,57.0,6.0,10.0,0,1,EU,PL,499,2014-02-15,MYM,0.0,1.0
